"Team","Value","Squad size","Date"
"Salford City","-",NA,"2010-12-15"
"Southend United","£4.64m",25,"2010-12-15"
"Bolton Wanderers","£74.93m",26,"2010-12-15"
"Oldham Athletic","£4.10m",29,"2010-12-15"
"Tranmere Rovers","£4.07m",30,"2010-12-15"
"Morecambe FC","£3.53m",26,"2010-12-15"
"Grimsby Town","-",NA,"2010-12-15"
"Colchester United","£6.41m",30,"2010-12-15"
"Leyton Orient","£5.74m",28,"2010-12-15"
"Mansfield Town","£1.55m",32,"2010-12-15"
"Bradford City","£4.12m",28,"2010-12-15"
"Scunthorpe United","£8.39m",28,"2010-12-15"
"Barrow AFC","£878Th.",23,"2010-12-15"
"Port Vale FC","£2.25m",23,"2010-12-15"
"Cheltenham Town","£1.51m",22,"2010-12-15"
"Exeter City","£5.09m",33,"2010-12-15"
"Carlisle United","£5.49m",28,"2010-12-15"
"Crawley Town","£1.28m",29,"2010-12-15"
"Newport County","£405Th.",17,"2010-12-15"
"Walsall FC","£6.93m",28,"2010-12-15"
"Forest Green Rovers","£1.64m",34,"2010-12-15"
"Stevenage FC","£3.76m",27,"2010-12-15"
"Cambridge United","£765Th.",26,"2010-12-15"
"Harrogate Town","£1.15m",18,"2010-12-15"
