"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2017-12-15"
"2","Southend United","€6.15m",27,"2017-12-15"
"3","Bolton Wanderers","€16.25m",26,"2017-12-15"
"4","Oldham Athletic","€7.60m",30,"2017-12-15"
"5","Tranmere Rovers","€1.85m",29,"2017-12-15"
"6","Morecambe FC","€2.50m",28,"2017-12-15"
"7","Grimsby Town","€2.78m",28,"2017-12-15"
"8","Colchester United","€3.58m",27,"2017-12-15"
"9","Leyton Orient","€2.43m",29,"2017-12-15"
"10","Mansfield Town","€4.10m",25,"2017-12-15"
"11","Bradford City","€4.95m",31,"2017-12-15"
"12","Scunthorpe United","€6.63m",27,"2017-12-15"
"13","Barrow AFC","€1.25m",22,"2017-12-15"
"14","Port Vale FC","€3.20m",34,"2017-12-15"
"15","Cheltenham Town","€2.75m",26,"2017-12-15"
"16","Exeter City","€4.60m",32,"2017-12-15"
"17","Carlisle United","€2.70m",25,"2017-12-15"
"18","Crawley Town","€2.88m",26,"2017-12-15"
"19","Newport County","€2.35m",24,"2017-12-15"
"20","Cambridge United","€2.33m",23,"2017-12-15"
"21","Walsall FC","€3.08m",27,"2017-12-15"
"22","Forest Green Rovers","€1.65m",27,"2017-12-15"
"23","Stevenage FC","€2.18m",28,"2017-12-15"
"24","Harrogate Town","€850Th.",26,"2017-12-15"
