"Team","Value","Squad size","Date"
"AFC Bournemouth","£22.25m",31,"2015-04-15"
"Norwich City","£52.29m",28,"2015-04-15"
"Watford FC","£32.94m",30,"2015-04-15"
"Brentford FC","£14.22m",27,"2015-04-15"
"Stoke City","£91.35m",25,"2015-04-15"
"Bristol City","£6.35m",18,"2015-04-15"
"Nottingham Forest","£36.00m",26,"2015-04-15"
"Swansea City","£91.35m",22,"2015-04-15"
"Blackburn Rovers","£35.10m",29,"2015-04-15"
"Reading FC","£28.58m",29,"2015-04-15"
"Cardiff City","£32.58m",28,"2015-04-15"
"Middlesbrough FC","£35.84m",28,"2015-04-15"
"Huddersfield Town","£12.24m",26,"2015-04-15"
"Birmingham City","£15.23m",29,"2015-04-15"
"Derby County","£35.91m",29,"2015-04-15"
"Millwall FC","£11.97m",28,"2015-04-15"
"Preston North End","£6.30m",28,"2015-04-15"
"Sheffield Wednesday","£15.39m",28,"2015-04-15"
"Queens Park Rangers","£81.90m",26,"2015-04-15"
"Barnsley FC","£5.20m",32,"2015-04-15"
"Luton Town","£1.91m",32,"2015-04-15"
"Coventry City","£5.20m",27,"2015-04-15"
"Rotherham United","£12.47m",24,"2015-04-15"
"Wycombe Wanderers","£2.21m",23,"2015-04-15"
