"Team","Value","Squad size","Date"
"AFC Bournemouth","£79.92m",28,"2016-04-01"
"Norwich City","£82.58m",26,"2016-04-01"
"Watford FC","£95.85m",27,"2016-04-01"
"Brentford FC","£20.09m",28,"2016-04-01"
"Cardiff City","£36.59m",28,"2016-04-01"
"Bristol City","£18.90m",23,"2016-04-01"
"Swansea City","£103.59m",23,"2016-04-01"
"Reading FC","£36.63m",24,"2016-04-01"
"Stoke City","£122.63m",24,"2016-04-01"
"Blackburn Rovers","£23.87m",24,"2016-04-01"
"Nottingham Forest","£35.15m",28,"2016-04-01"
"Middlesbrough FC","£51.66m",26,"2016-04-01"
"Derby County","£47.97m",24,"2016-04-01"
"Huddersfield Town","£13.19m",24,"2016-04-01"
"Birmingham City","£17.03m",27,"2016-04-01"
"Millwall FC","£7.02m",25,"2016-04-01"
"Sheffield Wednesday","£38.52m",28,"2016-04-01"
"Preston North End","£10.13m",25,"2016-04-01"
"Queens Park Rangers","£37.44m",29,"2016-04-01"
"Barnsley FC","£3.51m",28,"2016-04-01"
"Luton Town","£4.50m",29,"2016-04-01"
"Coventry City","£8.98m",31,"2016-04-01"
"Rotherham United","£12.62m",29,"2016-04-01"
"Wycombe Wanderers","£2.32m",24,"2016-04-01"
