"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€93.65m",36,"2016-06-15"
"2","Norwich City","€90.15m",33,"2016-06-15"
"3","Watford FC","€108.25m",30,"2016-06-15"
"4","Brentford FC","€21.25m",25,"2016-06-15"
"5","Cardiff City","€38.15m",31,"2016-06-15"
"6","Bristol City","€9.30m",21,"2016-06-15"
"7","Swansea City","€115.00m",26,"2016-06-15"
"8","Reading FC","€26.25m",26,"2016-06-15"
"9","Stoke City","€138.75m",26,"2016-06-15"
"10","Blackburn Rovers","€19.18m",23,"2016-06-15"
"11","Nottingham Forest","€34.35m",29,"2016-06-15"
"12","Middlesbrough FC","€52.45m",29,"2016-06-15"
"13","Derby County","€59.35m",33,"2016-06-15"
"14","Huddersfield Town","€10.25m",24,"2016-06-15"
"15","Birmingham City","€15.40m",30,"2016-06-15"
"16","Millwall FC","€7.05m",26,"2016-06-15"
"17","Sheffield Wednesday","€36.10m",27,"2016-06-15"
"18","Preston North End","€8.40m",26,"2016-06-15"
"19","Queens Park Rangers","€59.00m",37,"2016-06-15"
"20","Barnsley FC","€4.18m",28,"2016-06-15"
"21","Luton Town","€5.00m",29,"2016-06-15"
"22","Coventry City","€5.63m",25,"2016-06-15"
"23","Rotherham United","€10.63m",28,"2016-06-15"
"24","Wycombe Wanderers","€1.93m",19,"2016-06-15"
