"Team","Value","Squad size","Date"
"Salford City","£2.07m",26,"2018-08-01"
"Southend United","£5.06m",26,"2018-08-01"
"Bolton Wanderers","£17.15m",23,"2018-08-01"
"Oldham Athletic","£4.66m",26,"2018-08-01"
"Tranmere Rovers","£1.06m",24,"2018-08-01"
"Morecambe FC","£2.00m",25,"2018-08-01"
"Grimsby Town","£2.18m",23,"2018-08-01"
"Colchester United","£1.60m",24,"2018-08-01"
"Leyton Orient","£2.03m",24,"2018-08-01"
"Mansfield Town","£3.53m",23,"2018-08-01"
"Bradford City","£4.37m",30,"2018-08-01"
"Scunthorpe United","£6.48m",21,"2018-08-01"
"Barrow AFC","£968Th.",21,"2018-08-01"
"Port Vale FC","£2.18m",25,"2018-08-01"
"Cheltenham Town","£1.71m",20,"2018-08-01"
"Exeter City","£3.04m",24,"2018-08-01"
"Carlisle United","£1.98m",22,"2018-08-01"
"Crawley Town","£2.18m",19,"2018-08-01"
"Newport County","£1.51m",19,"2018-08-01"
"Cambridge United","£1.98m",26,"2018-08-01"
"Walsall FC","£1.71m",21,"2018-08-01"
"Forest Green Rovers","£2.79m",23,"2018-08-01"
"Stevenage FC","£1.94m",28,"2018-08-01"
"Harrogate Town","£675Th.",20,"2018-08-01"
