"Team","Value","Squad size","Date"
"Salford City","£720Th.",20,"2017-02-15"
"Bolton Wanderers","£12.65m",24,"2017-02-15"
"Oldham Athletic","£4.03m",26,"2017-02-15"
"Barrow AFC","£698Th.",27,"2017-02-15"
"Morecambe FC","£1.85m",19,"2017-02-15"
"Mansfield Town","£3.24m",27,"2017-02-15"
"Tranmere Rovers","£1.51m",29,"2017-02-15"
"Grimsby Town","£2.59m",30,"2017-02-15"
"Leyton Orient","£4.12m",26,"2017-02-15"
"Colchester United","£4.01m",30,"2017-02-15"
"Scunthorpe United","£5.11m",26,"2017-02-15"
"Bradford City","£4.32m",26,"2017-02-15"
"Port Vale FC","£4.68m",33,"2017-02-15"
"Crawley Town","£2.81m",23,"2017-02-15"
"Exeter City","£3.71m",32,"2017-02-15"
"Newport County","£2.45m",34,"2017-02-15"
"Southend United","£5.11m",27,"2017-02-15"
"Cheltenham Town","£1.55m",24,"2017-02-15"
"Cambridge United","£2.79m",26,"2017-02-15"
"Carlisle United","£2.84m",22,"2017-02-15"
"Stevenage FC","£2.39m",28,"2017-02-15"
"Forest Green Rovers","£1.89m",25,"2017-02-15"
"Walsall FC","£3.13m",25,"2017-02-15"
"Harrogate Town","£2.61m",46,"2017-02-15"
