"Team","Value","Squad size","Date"
"Hull City","£31.14m",28,"2013-03-01"
"Ipswich Town","£18.45m",25,"2013-03-01"
"Blackpool FC","£24.01m",32,"2013-03-01"
"Sunderland AFC","£101.70m",21,"2013-03-01"
"Charlton Athletic","£8.89m",26,"2013-03-01"
"Shrewsbury Town","£4.10m",26,"2013-03-01"
"Fleetwood Town","£3.13m",32,"2013-03-01"
"Milton Keynes Dons","£5.69m",25,"2013-03-01"
"Oxford United","£2.84m",25,"2013-03-01"
"Wigan Athletic","£65.93m",26,"2013-03-01"
"Swindon Town","£3.42m",21,"2013-03-01"
"Doncaster Rovers","£6.71m",25,"2013-03-01"
"Portsmouth FC","£3.83m",22,"2013-03-01"
"Burton Albion","£2.69m",25,"2013-03-01"
"Gillingham FC","£2.25m",25,"2013-03-01"
"Bristol Rovers","£3.38m",29,"2013-03-01"
"Northampton Town","£3.44m",20,"2013-03-01"
"Plymouth Argyle","£2.79m",26,"2013-03-01"
"Lincoln City","£833Th.",32,"2013-03-01"
"Peterborough United","£7.16m",29,"2013-03-01"
"Rochdale AFC","£2.30m",24,"2013-03-01"
"Crewe Alexandra","£2.12m",26,"2013-03-01"
"AFC Wimbledon","£2.66m",27,"2013-03-01"
"Accrington Stanley","£3.22m",26,"2013-03-01"
