"Team","Value","Squad size","Date"
"Salford City","£90Th.",6,"2014-05-01"
"Bolton Wanderers","£33.84m",26,"2014-05-01"
"Oldham Athletic","£4.46m",25,"2014-05-01"
"Barrow AFC","£540Th.",20,"2014-05-01"
"Morecambe FC","£2.05m",26,"2014-05-01"
"Mansfield Town","£1.51m",28,"2014-05-01"
"Tranmere Rovers","£2.54m",23,"2014-05-01"
"Grimsby Town","£698Th.",22,"2014-05-01"
"Leyton Orient","£5.78m",23,"2014-05-01"
"Colchester United","£3.29m",25,"2014-05-01"
"Scunthorpe United","£4.14m",28,"2014-05-01"
"Bradford City","£6.14m",27,"2014-05-01"
"Port Vale FC","£3.24m",24,"2014-05-01"
"Crawley Town","£3.40m",21,"2014-05-01"
"Exeter City","£2.68m",22,"2014-05-01"
"Newport County","£2.30m",27,"2014-05-01"
"Southend United","£2.97m",26,"2014-05-01"
"Cheltenham Town","£1.73m",21,"2014-05-01"
"Cambridge United","£1.08m",27,"2014-05-01"
"Carlisle United","£3.24m",26,"2014-05-01"
"Stevenage FC","£3.89m",31,"2014-05-01"
"Forest Green Rovers","£1.49m",26,"2014-05-01"
"Walsall FC","£4.01m",26,"2014-05-01"
"Harrogate Town","£2.00m",34,"2014-05-01"
