"Team","Value","Squad size","Date"
"Hull City","£76.37m",26,"2016-11-01"
"Ipswich Town","£17.42m",27,"2016-11-01"
"Blackpool FC","£3.04m",24,"2016-11-01"
"Sunderland AFC","£89.55m",25,"2016-11-01"
"Charlton Athletic","£13.14m",29,"2016-11-01"
"Shrewsbury Town","£4.93m",26,"2016-11-01"
"Fleetwood Town","£4.66m",30,"2016-11-01"
"Milton Keynes Dons","£5.90m",27,"2016-11-01"
"Oxford United","£4.37m",29,"2016-11-01"
"Wigan Athletic","£19.10m",27,"2016-11-01"
"Swindon Town","£3.78m",24,"2016-11-01"
"Doncaster Rovers","£3.40m",27,"2016-11-01"
"Portsmouth FC","£3.65m",30,"2016-11-01"
"Burton Albion","£8.10m",26,"2016-11-01"
"Gillingham FC","£5.74m",30,"2016-11-01"
"Bristol Rovers","£3.51m",29,"2016-11-01"
"Northampton Town","£4.41m",26,"2016-11-01"
"Plymouth Argyle","£3.67m",24,"2016-11-01"
"Lincoln City","£1.01m",26,"2016-11-01"
"Peterborough United","£4.03m",25,"2016-11-01"
"Rochdale AFC","£3.67m",27,"2016-11-01"
"Crewe Alexandra","£2.23m",21,"2016-11-01"
"AFC Wimbledon","£2.95m",26,"2016-11-01"
"Accrington Stanley","£3.06m",30,"2016-11-01"
