"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-01-15"
"2","Southend United","€4.55m",25,"2013-01-15"
"3","Bolton Wanderers","€54.05m",29,"2013-01-15"
"4","Oldham Athletic","€3.40m",27,"2013-01-15"
"5","Tranmere Rovers","€2.40m",25,"2013-01-15"
"6","Morecambe FC","€2.50m",22,"2013-01-15"
"7","Grimsby Town","€1.78m",23,"2013-01-15"
"8","Colchester United","€5.90m",32,"2013-01-15"
"9","Leyton Orient","€5.45m",21,"2013-01-15"
"10","Mansfield Town","€2.93m",29,"2013-01-15"
"11","Bradford City","€5.38m",26,"2013-01-15"
"12","Scunthorpe United","€3.65m",23,"2013-01-15"
"13","Barrow AFC","€700Th.",15,"2013-01-15"
"14","Port Vale FC","€3.68m",24,"2013-01-15"
"15","Cheltenham Town","€2.35m",20,"2013-01-15"
"16","Exeter City","€4.23m",25,"2013-01-15"
"17","Carlisle United","€4.28m",23,"2013-01-15"
"18","Crawley Town","€3.58m",27,"2013-01-15"
"19","Newport County","€1.38m",23,"2013-01-15"
"20","Cambridge United","€625Th.",23,"2013-01-15"
"21","Walsall FC","€3.58m",25,"2013-01-15"
"22","Forest Green Rovers","€1.63m",25,"2013-01-15"
"23","Stevenage FC","€6.40m",25,"2013-01-15"
"24","Harrogate Town","€1.58m",35,"2013-01-15"
