"","Team","Value","Squad size","Date"
"1","Hull City","€30.85m",29,"2012-12-01"
"2","Ipswich Town","€23.90m",30,"2012-12-01"
"3","Blackpool FC","€27.13m",34,"2012-12-01"
"4","Sunderland AFC","€116.00m",24,"2012-12-01"
"5","Shrewsbury Town","€4.33m",26,"2012-12-01"
"6","Charlton Athletic","€13.10m",28,"2012-12-01"
"7","Fleetwood Town","€3.13m",30,"2012-12-01"
"8","Milton Keynes Dons","€5.50m",21,"2012-12-01"
"9","Oxford United","€3.83m",27,"2012-12-01"
"10","Wigan Athletic","€71.25m",24,"2012-12-01"
"11","Swindon Town","€6.10m",26,"2012-12-01"
"12","Doncaster Rovers","€7.65m",23,"2012-12-01"
"13","Portsmouth FC","€6.43m",19,"2012-12-01"
"14","Burton Albion","€2.86m",27,"2012-12-01"
"15","Gillingham FC","€3.10m",28,"2012-12-01"
"16","Bristol Rovers","€4.75m",30,"2012-12-01"
"17","Plymouth Argyle","€3.88m",30,"2012-12-01"
"18","Northampton Town","€3.45m",21,"2012-12-01"
"19","Lincoln City","€1.13m",30,"2012-12-01"
"20","Peterborough United","€7.90m",26,"2012-12-01"
"21","Rochdale AFC","€2.08m",24,"2012-12-01"
"22","Crewe Alexandra","€2.20m",25,"2012-12-01"
"23","AFC Wimbledon","€2.25m",28,"2012-12-01"
"24","Accrington Stanley","€2.20m",29,"2012-12-01"
