"","Team","Value","Squad size","Date"
"1","Liverpool FC","€372.20m",28,"2017-04-15"
"2","Manchester City","€525.25m",25,"2017-04-15"
"3","Chelsea FC","€515.00m",25,"2017-04-15"
"4","Manchester United","€466.00m",24,"2017-04-15"
"5","Tottenham Hotspur","€429.00m",24,"2017-04-15"
"6","Arsenal FC","€492.50m",28,"2017-04-15"
"7","Everton FC","€249.10m",25,"2017-04-15"
"8","Leicester City","€205.30m",25,"2017-04-15"
"9","Wolverhampton Wanderers","€52.85m",30,"2017-04-15"
"10","Aston Villa","€83.50m",26,"2017-04-15"
"11","West Ham United","€209.40m",27,"2017-04-15"
"12","Newcastle United","€126.25m",28,"2017-04-15"
"13","Southampton FC","€230.50m",30,"2017-04-15"
"14","Brighton & Hove Albion","€50.05m",27,"2017-04-15"
"15","Fulham FC","€54.55m",23,"2017-04-15"
"16","Crystal Palace","€186.50m",27,"2017-04-15"
"17","Leeds United","€41.30m",26,"2017-04-15"
"18","Sheffield United","€7.80m",26,"2017-04-15"
"19","Burnley FC","€85.00m",23,"2017-04-15"
"20","West Bromwich Albion","€98.60m",21,"2017-04-15"
