"Team","Value","Squad size","Date"
"AFC Bournemouth","£13.37m",29,"2014-01-15"
"Norwich City","£81.23m",26,"2014-01-15"
"Watford FC","£25.83m",28,"2014-01-15"
"Brentford FC","£6.44m",30,"2014-01-15"
"Cardiff City","£71.42m",32,"2014-01-15"
"Bristol City","£8.82m",26,"2014-01-15"
"Swansea City","£104.18m",24,"2014-01-15"
"Reading FC","£31.91m",28,"2014-01-15"
"Stoke City","£89.10m",25,"2014-01-15"
"Blackburn Rovers","£36.32m",29,"2014-01-15"
"Nottingham Forest","£28.67m",29,"2014-01-15"
"Middlesbrough FC","£21.60m",30,"2014-01-15"
"Derby County","£27.90m",29,"2014-01-15"
"Huddersfield Town","£14.36m",28,"2014-01-15"
"Birmingham City","£13.14m",25,"2014-01-15"
"Millwall FC","£12.69m",26,"2014-01-15"
"Sheffield Wednesday","£15.71m",29,"2014-01-15"
"Preston North End","£5.67m",27,"2014-01-15"
"Queens Park Rangers","£49.23m",26,"2014-01-15"
"Barnsley FC","£9.54m",25,"2014-01-15"
"Luton Town","£2.14m",33,"2014-01-15"
"Coventry City","£5.11m",24,"2014-01-15"
"Rotherham United","£4.43m",23,"2014-01-15"
"Wycombe Wanderers","£2.86m",27,"2014-01-15"
