"","Team","Value","Squad size","Date"
"1","Liverpool FC","€378.20m",27,"2016-11-01"
"2","Manchester City","€524.25m",23,"2016-11-01"
"3","Chelsea FC","€522.30m",26,"2016-11-01"
"4","Manchester United","€548.25m",27,"2016-11-01"
"5","Tottenham Hotspur","€373.50m",23,"2016-11-01"
"6","Arsenal FC","€490.50m",29,"2016-11-01"
"7","Everton FC","€248.25m",28,"2016-11-01"
"8","Leicester City","€215.50m",26,"2016-11-01"
"9","Wolverhampton Wanderers","€49.80m",31,"2016-11-01"
"10","Aston Villa","€100.25m",26,"2016-11-01"
"11","West Ham United","€246.00m",27,"2016-11-01"
"12","Newcastle United","€127.35m",27,"2016-11-01"
"13","Southampton FC","€205.00m",27,"2016-11-01"
"14","Brighton & Hove Albion","€47.85m",27,"2016-11-01"
"15","Fulham FC","€55.90m",26,"2016-11-01"
"16","Crystal Palace","€160.75m",25,"2016-11-01"
"17","Leeds United","€34.15m",27,"2016-11-01"
"18","Sheffield United","€7.18m",25,"2016-11-01"
"19","Burnley FC","€69.00m",22,"2016-11-01"
"20","West Bromwich Albion","€110.60m",22,"2016-11-01"
