"","Team","Value","Squad size","Date"
"1","Hull City","€16.40m",24,"2012-07-15"
"2","Ipswich Town","€12.05m",19,"2012-07-15"
"3","Blackpool FC","€18.13m",29,"2012-07-15"
"4","Sunderland AFC","€99.25m",23,"2012-07-15"
"5","Shrewsbury Town","€3.45m",17,"2012-07-15"
"6","Charlton Athletic","€8.18m",27,"2012-07-15"
"7","Fleetwood Town","€2.50m",28,"2012-07-15"
"8","Milton Keynes Dons","€5.80m",22,"2012-07-15"
"9","Oxford United","€4.15m",21,"2012-07-15"
"10","Wigan Athletic","€63.00m",22,"2012-07-15"
"11","Swindon Town","€5.00m",27,"2012-07-15"
"12","Doncaster Rovers","€9.23m",25,"2012-07-15"
"13","Portsmouth FC","€9.10m",19,"2012-07-15"
"14","Burton Albion","€2.35m",18,"2012-07-15"
"15","Gillingham FC","€1.85m",22,"2012-07-15"
"16","Bristol Rovers","€3.73m",19,"2012-07-15"
"17","Plymouth Argyle","€2.98m",24,"2012-07-15"
"18","Northampton Town","€3.35m",21,"2012-07-15"
"19","Lincoln City","€525Th.",20,"2012-07-15"
"20","Peterborough United","€10.45m",25,"2012-07-15"
"21","Rochdale AFC","€1.85m",21,"2012-07-15"
"22","Crewe Alexandra","€725Th.",21,"2012-07-15"
"23","AFC Wimbledon","€675Th.",18,"2012-07-15"
"24","Accrington Stanley","€800Th.",15,"2012-07-15"
