"Team","Value","Squad size","Date"
"Salford City","£1.08m",27,"2016-03-15"
"Southend United","£4.46m",25,"2016-03-15"
"Bolton Wanderers","£13.73m",28,"2016-03-15"
"Oldham Athletic","£4.70m",30,"2016-03-15"
"Tranmere Rovers","£2.09m",27,"2016-03-15"
"Morecambe FC","£1.60m",24,"2016-03-15"
"Grimsby Town","£1.62m",26,"2016-03-15"
"Colchester United","£4.91m",29,"2016-03-15"
"Leyton Orient","£6.05m",30,"2016-03-15"
"Mansfield Town","£2.27m",25,"2016-03-15"
"Bradford City","£6.50m",25,"2016-03-15"
"Scunthorpe United","£4.25m",25,"2016-03-15"
"Barrow AFC","£1.01m",24,"2016-03-15"
"Port Vale FC","£3.08m",23,"2016-03-15"
"Cheltenham Town","£1.22m",27,"2016-03-15"
"Exeter City","£4.46m",28,"2016-03-15"
"Carlisle United","£1.49m",24,"2016-03-15"
"Crawley Town","£2.75m",23,"2016-03-15"
"Newport County","£1.33m",25,"2016-03-15"
"Cambridge United","£2.52m",26,"2016-03-15"
"Walsall FC","£3.87m",25,"2016-03-15"
"Forest Green Rovers","£1.78m",21,"2016-03-15"
"Stevenage FC","£1.69m",29,"2016-03-15"
"Harrogate Town","£2.84m",48,"2016-03-15"
