"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.11bn",27,"2019-06-15"
"2","Manchester City","€1.17bn",26,"2019-06-15"
"3","Chelsea FC","€957.75m",35,"2019-06-15"
"4","Manchester United","€784.75m",29,"2019-06-15"
"5","Tottenham Hotspur","€881.50m",27,"2019-06-15"
"6","Arsenal FC","€632.25m",31,"2019-06-15"
"7","Everton FC","€441.75m",29,"2019-06-15"
"8","Leicester City","€388.40m",30,"2019-06-15"
"9","Wolverhampton Wanderers","€296.50m",25,"2019-06-15"
"10","Aston Villa","€96.25m",27,"2019-06-15"
"11","West Ham United","€346.00m",30,"2019-06-15"
"12","Newcastle United","€218.50m",29,"2019-06-15"
"13","Southampton FC","€244.10m",28,"2019-06-15"
"14","Brighton & Hove Albion","€174.20m",26,"2019-06-15"
"15","Fulham FC","€228.00m",26,"2019-06-15"
"16","Crystal Palace","€248.70m",26,"2019-06-15"
"17","Leeds United","€58.35m",28,"2019-06-15"
"18","Sheffield United","€32.95m",28,"2019-06-15"
"19","Burnley FC","€191.75m",26,"2019-06-15"
"20","West Bromwich Albion","€96.45m",22,"2019-06-15"
