"","Team","Value","Squad size","Date"
"1","Liverpool FC","€275.00m",24,"2010-11-15"
"2","Manchester City","€357.30m",27,"2010-11-15"
"3","Chelsea FC","€362.00m",23,"2010-11-15"
"4","Manchester United","€370.75m",30,"2010-11-15"
"5","Tottenham Hotspur","€292.70m",28,"2010-11-15"
"6","Arsenal FC","€303.00m",24,"2010-11-15"
"7","Everton FC","€176.40m",22,"2010-11-15"
"8","Leicester City","€31.93m",33,"2010-11-15"
"9","Wolverhampton Wanderers","€72.50m",26,"2010-11-15"
"10","Aston Villa","€142.15m",26,"2010-11-15"
"11","West Ham United","€116.65m",29,"2010-11-15"
"12","Newcastle United","€78.75m",27,"2010-11-15"
"13","Southampton FC","€15.43m",28,"2010-11-15"
"14","Brighton & Hove Albion","€5.95m",26,"2010-11-15"
"15","Fulham FC","€100.25m",27,"2010-11-15"
"16","Crystal Palace","€17.15m",29,"2010-11-15"
"17","Leeds United","€27.58m",33,"2010-11-15"
"18","Sheffield United","€27.30m",26,"2010-11-15"
"19","Burnley FC","€34.60m",29,"2010-11-15"
"20","West Bromwich Albion","€71.25m",26,"2010-11-15"
