"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€116.75m",27,"2017-12-15"
"2","Norwich City","€52.75m",28,"2017-12-15"
"3","Watford FC","€150.00m",30,"2017-12-15"
"4","Brentford FC","€30.60m",23,"2017-12-15"
"5","Cardiff City","€40.15m",28,"2017-12-15"
"6","Bristol City","€26.75m",26,"2017-12-15"
"7","Swansea City","€154.10m",26,"2017-12-15"
"8","Reading FC","€43.00m",26,"2017-12-15"
"9","Stoke City","€160.25m",23,"2017-12-15"
"10","Blackburn Rovers","€11.85m",24,"2017-12-15"
"11","Nottingham Forest","€30.95m",28,"2017-12-15"
"12","Middlesbrough FC","€86.80m",25,"2017-12-15"
"13","Derby County","€54.65m",26,"2017-12-15"
"14","Huddersfield Town","€58.00m",26,"2017-12-15"
"15","Birmingham City","€44.35m",28,"2017-12-15"
"16","Millwall FC","€9.85m",25,"2017-12-15"
"17","Sheffield Wednesday","€62.40m",27,"2017-12-15"
"18","Preston North End","€15.70m",28,"2017-12-15"
"19","Queens Park Rangers","€40.85m",35,"2017-12-15"
"20","Barnsley FC","€16.05m",26,"2017-12-15"
"21","Luton Town","€3.60m",28,"2017-12-15"
"22","Coventry City","€4.08m",33,"2017-12-15"
"23","Rotherham United","€6.65m",28,"2017-12-15"
"24","Wycombe Wanderers","€3.13m",25,"2017-12-15"
