"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2017-09-01"
"2","Southend United","€6.88m",23,"2017-09-01"
"3","Bolton Wanderers","€20.30m",26,"2017-09-01"
"4","Oldham Athletic","€6.83m",28,"2017-09-01"
"5","Tranmere Rovers","€1.65m",27,"2017-09-01"
"6","Morecambe FC","€2.30m",25,"2017-09-01"
"7","Grimsby Town","€2.68m",28,"2017-09-01"
"8","Colchester United","€3.48m",24,"2017-09-01"
"9","Leyton Orient","€2.43m",29,"2017-09-01"
"10","Mansfield Town","€4.00m",25,"2017-09-01"
"11","Bradford City","€4.58m",33,"2017-09-01"
"12","Scunthorpe United","€5.88m",24,"2017-09-01"
"13","Barrow AFC","€775Th.",22,"2017-09-01"
"14","Port Vale FC","€3.10m",32,"2017-09-01"
"15","Cheltenham Town","€2.85m",24,"2017-09-01"
"16","Exeter City","€4.28m",27,"2017-09-01"
"17","Carlisle United","€2.25m",24,"2017-09-01"
"18","Crawley Town","€2.78m",23,"2017-09-01"
"19","Newport County","€2.23m",25,"2017-09-01"
"20","Cambridge United","€2.43m",24,"2017-09-01"
"21","Walsall FC","€3.10m",27,"2017-09-01"
"22","Forest Green Rovers","€1.75m",29,"2017-09-01"
"23","Stevenage FC","€2.10m",26,"2017-09-01"
"24","Harrogate Town","€775Th.",22,"2017-09-01"
