"","Team","Value","Squad size","Date"
"1","Hull City","€45.85m",25,"2018-10-01"
"2","Ipswich Town","€20.25m",29,"2018-10-01"
"3","Blackpool FC","€4.90m",28,"2018-10-01"
"4","Sunderland AFC","€23.20m",24,"2018-10-01"
"5","Shrewsbury Town","€3.88m",29,"2018-10-01"
"6","Charlton Athletic","€11.65m",26,"2018-10-01"
"7","Fleetwood Town","€9.60m",27,"2018-10-01"
"8","Milton Keynes Dons","€6.00m",32,"2018-10-01"
"9","Oxford United","€6.70m",26,"2018-10-01"
"10","Wigan Athletic","€24.30m",29,"2018-10-01"
"11","Swindon Town","€3.20m",27,"2018-10-01"
"12","Doncaster Rovers","€3.30m",30,"2018-10-01"
"13","Portsmouth FC","€6.90m",24,"2018-10-01"
"14","Burton Albion","€6.68m",27,"2018-10-01"
"15","Gillingham FC","€2.90m",27,"2018-10-01"
"16","Bristol Rovers","€4.20m",26,"2018-10-01"
"17","Plymouth Argyle","€5.95m",34,"2018-10-01"
"18","Northampton Town","€4.25m",26,"2018-10-01"
"19","Lincoln City","€4.43m",23,"2018-10-01"
"20","Peterborough United","€5.60m",23,"2018-10-01"
"21","Rochdale AFC","€6.20m",28,"2018-10-01"
"22","Crewe Alexandra","€2.28m",30,"2018-10-01"
"23","AFC Wimbledon","€3.08m",24,"2018-10-01"
"24","Accrington Stanley","€2.28m",30,"2018-10-01"
