"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.42m",24,"2011-06-15"
"Norwich City","£16.65m",32,"2011-06-15"
"Watford FC","£9.59m",28,"2011-06-15"
"Brentford FC","£4.77m",22,"2011-06-15"
"Stoke City","£74.21m",31,"2011-06-15"
"Bristol City","£18.14m",30,"2011-06-15"
"Nottingham Forest","£24.03m",26,"2011-06-15"
"Swansea City","£18.61m",33,"2011-06-15"
"Blackburn Rovers","£70.52m",29,"2011-06-15"
"Reading FC","£18.90m",35,"2011-06-15"
"Cardiff City","£21.65m",25,"2011-06-15"
"Middlesbrough FC","£35.37m",29,"2011-06-15"
"Huddersfield Town","£7.56m",24,"2011-06-15"
"Birmingham City","£69.98m",25,"2011-06-15"
"Derby County","£16.43m",34,"2011-06-15"
"Millwall FC","£8.28m",24,"2011-06-15"
"Preston North End","£15.08m",28,"2011-06-15"
"Sheffield Wednesday","£15.39m",25,"2011-06-15"
"Queens Park Rangers","£34.81m",38,"2011-06-15"
"Barnsley FC","£10.80m",22,"2011-06-15"
"Luton Town","£1.24m",31,"2011-06-15"
"Coventry City","£14.29m",29,"2011-06-15"
"Rotherham United","£2.36m",24,"2011-06-15"
"Wycombe Wanderers","£3.83m",28,"2011-06-15"
