"Team","Value","Squad size","Date"
"Salford City","£2.07m",26,"2018-08-15"
"Bolton Wanderers","£19.22m",29,"2018-08-15"
"Oldham Athletic","£4.43m",26,"2018-08-15"
"Barrow AFC","£1.01m",25,"2018-08-15"
"Morecambe FC","£2.05m",26,"2018-08-15"
"Mansfield Town","£3.62m",23,"2018-08-15"
"Tranmere Rovers","£1.37m",25,"2018-08-15"
"Grimsby Town","£2.05m",22,"2018-08-15"
"Leyton Orient","£2.03m",24,"2018-08-15"
"Colchester United","£1.60m",24,"2018-08-15"
"Scunthorpe United","£8.15m",24,"2018-08-15"
"Bradford City","£4.64m",31,"2018-08-15"
"Port Vale FC","£2.18m",25,"2018-08-15"
"Crawley Town","£2.41m",22,"2018-08-15"
"Exeter City","£3.04m",25,"2018-08-15"
"Newport County","£1.60m",21,"2018-08-15"
"Southend United","£5.06m",27,"2018-08-15"
"Cheltenham Town","£1.67m",22,"2018-08-15"
"Cambridge United","£1.98m",27,"2018-08-15"
"Carlisle United","£2.30m",23,"2018-08-15"
"Stevenage FC","£2.03m",29,"2018-08-15"
"Forest Green Rovers","£2.79m",23,"2018-08-15"
"Walsall FC","£2.03m",25,"2018-08-15"
"Harrogate Town","£675Th.",21,"2018-08-15"
