"","Team","Value","Squad size","Date"
"1","Hull City","€42.85m",22,"2018-07-15"
"2","Ipswich Town","€13.50m",24,"2018-07-15"
"3","Blackpool FC","€3.78m",24,"2018-07-15"
"4","Sunderland AFC","€51.80m",24,"2018-07-15"
"5","Shrewsbury Town","€2.50m",26,"2018-07-15"
"6","Charlton Athletic","€7.70m",20,"2018-07-15"
"7","Fleetwood Town","€5.55m",25,"2018-07-15"
"8","Milton Keynes Dons","€5.65m",25,"2018-07-15"
"9","Oxford United","€5.20m",25,"2018-07-15"
"10","Wigan Athletic","€10.83m",30,"2018-07-15"
"11","Swindon Town","€2.30m",22,"2018-07-15"
"12","Doncaster Rovers","€3.23m",25,"2018-07-15"
"13","Portsmouth FC","€3.55m",22,"2018-07-15"
"14","Burton Albion","€6.08m",23,"2018-07-15"
"15","Gillingham FC","€3.05m",26,"2018-07-15"
"16","Bristol Rovers","€3.60m",23,"2018-07-15"
"17","Plymouth Argyle","€4.70m",33,"2018-07-15"
"18","Northampton Town","€4.60m",24,"2018-07-15"
"19","Lincoln City","€3.15m",19,"2018-07-15"
"20","Peterborough United","€5.13m",30,"2018-07-15"
"21","Rochdale AFC","€3.10m",24,"2018-07-15"
"22","Crewe Alexandra","€2.03m",28,"2018-07-15"
"23","AFC Wimbledon","€3.03m",23,"2018-07-15"
"24","Accrington Stanley","€2.05m",22,"2018-07-15"
