"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€6.85m",35,"2013-01-15"
"2","Norwich City","€61.75m",26,"2013-01-15"
"3","Watford FC","€21.15m",34,"2013-01-15"
"4","Brentford FC","€4.90m",27,"2013-01-15"
"5","Cardiff City","€31.40m",27,"2013-01-15"
"6","Bristol City","€17.80m",28,"2013-01-15"
"7","Swansea City","€74.00m",24,"2013-01-15"
"8","Reading FC","€46.83m",29,"2013-01-15"
"9","Stoke City","€96.10m",26,"2013-01-15"
"10","Blackburn Rovers","€60.55m",35,"2013-01-15"
"11","Nottingham Forest","€29.15m",27,"2013-01-15"
"12","Middlesbrough FC","€34.25m",31,"2013-01-15"
"13","Derby County","€12.23m",27,"2013-01-15"
"14","Huddersfield Town","€15.28m",26,"2013-01-15"
"15","Birmingham City","€26.30m",27,"2013-01-15"
"16","Millwall FC","€13.35m",27,"2013-01-15"
"17","Sheffield Wednesday","€16.28m",32,"2013-01-15"
"18","Preston North End","€4.45m",25,"2013-01-15"
"19","Queens Park Rangers","€109.50m",29,"2013-01-15"
"20","Barnsley FC","€8.60m",30,"2013-01-15"
"21","Luton Town","€1.45m",26,"2013-01-15"
"22","Coventry City","€8.75m",27,"2013-01-15"
"23","Rotherham United","€6.05m",24,"2013-01-15"
"24","Wycombe Wanderers","€3.78m",29,"2013-01-15"
