"Team","Value","Squad size","Date"
"Ipswich Town","£19.17m",26,"2015-10-01"
"Hull City","£59.33m",26,"2015-10-01"
"Sunderland AFC","£101.93m",28,"2015-10-01"
"Blackpool FC","£3.26m",24,"2015-10-01"
"Charlton Athletic","£20.12m",27,"2015-10-01"
"Milton Keynes Dons","£9.16m",28,"2015-10-01"
"Portsmouth FC","£4.23m",25,"2015-10-01"
"Fleetwood Town","£2.95m",29,"2015-10-01"
"Shrewsbury Town","£3.89m",26,"2015-10-01"
"Swindon Town","£3.11m",28,"2015-10-01"
"Oxford United","£2.41m",28,"2015-10-01"
"Wigan Athletic","£9.99m",28,"2015-10-01"
"Lincoln City","£743Th.",22,"2015-10-01"
"Doncaster Rovers","£4.95m",27,"2015-10-01"
"Gillingham FC","£1.80m",28,"2015-10-01"
"Bristol Rovers","£1.31m",27,"2015-10-01"
"Plymouth Argyle","£2.12m",21,"2015-10-01"
"Burton Albion","£3.11m",29,"2015-10-01"
"Crewe Alexandra","£2.57m",29,"2015-10-01"
"Northampton Town","£3.67m",26,"2015-10-01"
"Peterborough United","£4.93m",26,"2015-10-01"
"Rochdale AFC","£3.17m",25,"2015-10-01"
"AFC Wimbledon","£2.07m",23,"2015-10-01"
"Accrington Stanley","£765Th.",26,"2015-10-01"
