"Team","Value","Squad size","Date"
"Ipswich Town","£16.81m",27,"2013-01-15"
"Hull City","£24.48m",28,"2013-01-15"
"Sunderland AFC","£107.60m",24,"2013-01-15"
"Blackpool FC","£24.55m",34,"2013-01-15"
"Charlton Athletic","£9.83m",32,"2013-01-15"
"Milton Keynes Dons","£5.42m",22,"2013-01-15"
"Portsmouth FC","£2.97m",14,"2013-01-15"
"Fleetwood Town","£2.72m",32,"2013-01-15"
"Shrewsbury Town","£3.67m",25,"2013-01-15"
"Swindon Town","£5.15m",26,"2013-01-15"
"Oxford United","£2.93m",26,"2013-01-15"
"Wigan Athletic","£68.94m",26,"2013-01-15"
"Lincoln City","£900Th.",31,"2013-01-15"
"Doncaster Rovers","£7.65m",27,"2013-01-15"
"Gillingham FC","£2.54m",26,"2013-01-15"
"Bristol Rovers","£3.31m",27,"2013-01-15"
"Plymouth Argyle","£3.11m",26,"2013-01-15"
"Burton Albion","£2.37m",24,"2013-01-15"
"Crewe Alexandra","£1.76m",24,"2013-01-15"
"Northampton Town","£3.51m",22,"2013-01-15"
"Peterborough United","£8.57m",29,"2013-01-15"
"Rochdale AFC","£1.87m",23,"2013-01-15"
"AFC Wimbledon","£2.34m",27,"2013-01-15"
"Accrington Stanley","£2.52m",27,"2013-01-15"
