"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",27,"2016-03-15"
"2","Southend United","€4.95m",25,"2016-03-15"
"3","Bolton Wanderers","€15.25m",28,"2016-03-15"
"4","Oldham Athletic","€5.23m",30,"2016-03-15"
"5","Tranmere Rovers","€2.33m",27,"2016-03-15"
"6","Morecambe FC","€1.78m",24,"2016-03-15"
"7","Grimsby Town","€1.80m",26,"2016-03-15"
"8","Colchester United","€5.45m",29,"2016-03-15"
"9","Leyton Orient","€6.73m",30,"2016-03-15"
"10","Mansfield Town","€2.53m",25,"2016-03-15"
"11","Bradford City","€7.23m",25,"2016-03-15"
"12","Scunthorpe United","€4.73m",25,"2016-03-15"
"13","Barrow AFC","€1.13m",24,"2016-03-15"
"14","Port Vale FC","€3.43m",23,"2016-03-15"
"15","Cheltenham Town","€1.35m",27,"2016-03-15"
"16","Exeter City","€4.95m",28,"2016-03-15"
"17","Carlisle United","€1.65m",24,"2016-03-15"
"18","Crawley Town","€3.05m",23,"2016-03-15"
"19","Newport County","€1.48m",25,"2016-03-15"
"20","Cambridge United","€2.80m",26,"2016-03-15"
"21","Walsall FC","€4.30m",25,"2016-03-15"
"22","Forest Green Rovers","€1.98m",21,"2016-03-15"
"23","Stevenage FC","€1.88m",29,"2016-03-15"
"24","Harrogate Town","€3.15m",48,"2016-03-15"
