"Team","Value","Squad size","Date"
"Salford City","£5.09m",24,"2020-03-15"
"Southend United","£3.47m",24,"2020-03-15"
"Bolton Wanderers","£7.02m",28,"2020-03-15"
"Oldham Athletic","£3.98m",26,"2020-03-15"
"Tranmere Rovers","£2.99m",29,"2020-03-15"
"Morecambe FC","£2.70m",29,"2020-03-15"
"Grimsby Town","£2.32m",27,"2020-03-15"
"Colchester United","£2.81m",24,"2020-03-15"
"Leyton Orient","£4.59m",28,"2020-03-15"
"Mansfield Town","£2.36m",25,"2020-03-15"
"Bradford City","£4.07m",29,"2020-03-15"
"Scunthorpe United","£3.69m",27,"2020-03-15"
"Barrow AFC","£990Th.",23,"2020-03-15"
"Port Vale FC","£2.07m",26,"2020-03-15"
"Cheltenham Town","£2.48m",25,"2020-03-15"
"Exeter City","£3.47m",30,"2020-03-15"
"Carlisle United","£2.43m",26,"2020-03-15"
"Crawley Town","£1.58m",27,"2020-03-15"
"Newport County","£1.91m",24,"2020-03-15"
"Walsall FC","£1.82m",26,"2020-03-15"
"Forest Green Rovers","£3.33m",29,"2020-03-15"
"Stevenage FC","£2.90m",34,"2020-03-15"
"Cambridge United","£1.64m",27,"2020-03-15"
"Harrogate Town","£473Th.",20,"2020-03-15"
