"Team","Value","Squad size","Date"
"Hull City","£24.30m",24,"2011-02-01"
"Ipswich Town","£23.13m",29,"2011-02-01"
"Blackpool FC","£29.16m",28,"2011-02-01"
"Sunderland AFC","£93.83m",23,"2011-02-01"
"Charlton Athletic","£10.40m",30,"2011-02-01"
"Shrewsbury Town","£4.84m",25,"2011-02-01"
"Fleetwood Town","£1.96m",32,"2011-02-01"
"Milton Keynes Dons","£5.04m",22,"2011-02-01"
"Oxford United","£3.31m",27,"2011-02-01"
"Wigan Athletic","£60.12m",25,"2011-02-01"
"Swindon Town","£5.65m",27,"2011-02-01"
"Doncaster Rovers","£12.85m",29,"2011-02-01"
"Portsmouth FC","£25.29m",22,"2011-02-01"
"Burton Albion","£3.69m",25,"2011-02-01"
"Gillingham FC","£4.39m",30,"2011-02-01"
"Bristol Rovers","£5.92m",26,"2011-02-01"
"Northampton Town","£3.96m",31,"2011-02-01"
"Plymouth Argyle","£9.41m",25,"2011-02-01"
"Lincoln City","£3.74m",28,"2011-02-01"
"Peterborough United","£7.90m",29,"2011-02-01"
"Rochdale AFC","£4.07m",29,"2011-02-01"
"Crewe Alexandra","£1.62m",27,"2011-02-01"
"AFC Wimbledon","£428Th.",30,"2011-02-01"
"Accrington Stanley","£1.49m",25,"2011-02-01"
