"Team","Value","Squad size","Date"
"Hull City","£49.01m",26,"2018-06-15"
"Ipswich Town","£15.21m",27,"2018-06-15"
"Blackpool FC","£3.58m",26,"2018-06-15"
"Sunderland AFC","£42.30m",22,"2018-06-15"
"Shrewsbury Town","£2.59m",25,"2018-06-15"
"Charlton Athletic","£6.71m",22,"2018-06-15"
"Fleetwood Town","£4.01m",25,"2018-06-15"
"Milton Keynes Dons","£5.09m",25,"2018-06-15"
"Oxford United","£5.65m",31,"2018-06-15"
"Wigan Athletic","£11.05m",34,"2018-06-15"
"Swindon Town","£2.81m",26,"2018-06-15"
"Doncaster Rovers","£3.08m",29,"2018-06-15"
"Portsmouth FC","£2.81m",21,"2018-06-15"
"Burton Albion","£6.26m",26,"2018-06-15"
"Gillingham FC","£3.26m",27,"2018-06-15"
"Bristol Rovers","£2.86m",22,"2018-06-15"
"Plymouth Argyle","£4.25m",28,"2018-06-15"
"Northampton Town","£4.93m",28,"2018-06-15"
"Lincoln City","£2.59m",22,"2018-06-15"
"Peterborough United","£3.78m",28,"2018-06-15"
"Rochdale AFC","£3.06m",23,"2018-06-15"
"Crewe Alexandra","£1.82m",24,"2018-06-15"
"AFC Wimbledon","£3.56m",27,"2018-06-15"
"Accrington Stanley","£1.73m",21,"2018-06-15"
